"","Branching_Coral","Brown_Algae","CCA","Cyanobacteria","Dead_Coral","Foraminifera","Green_Algae","Hard_Substrate","Macrofauna","Massive_Coral","Other_cnidarian","Red_Algae","Sand","Soft_Coral","Turf_algae","Turf_and_sand"
"5A_16",0,3.3335733,13.3330933,0,0,0,0,0,0,0.2857006,0,0,0,0,63.3330933,6.6671467
"5A_17",0,1.56260547,31.24985938,0,0,0,0,0,0,0.08929174,0,0,0,0,62.49971875,0
"5A_18",0.3174832,0,0,0,0,0,0,0,0,0.8163265,0,2.8573486,2.8573486,0,0,62.8565257
"5A_19",2.2876094,1.4706817,0,0,0,0,0,0,0,0.1680779,0,0,0,0,2.9413633,67.6460623
"5A_20",0,5.5554444,11.1108889,0,0,0,0,0,0,0.5555659,0,5.5559444,2.7779722,0,16.6668333,33.3326667
"5B_01",0,2.7779722,0,0,0,0,0,0,1.3889861,0.4761952,0,0,0,0,0,74.99925
"5B_02",0,2.8573486,0,0,0,0,0,0,1.4286743,1.2244604,0,0,2.8573486,0.7143371,2.8573486,39.9997943
"5B_03",0.6349598,0,8.570929,0,0,0,0.5714638,0,0,0.2449131,0,0,0,0,17.1428865,57.1422694
"5B_04",1.5432068,0,13.8888611,0,0,0,0,0,0,0.9523905,0,0,0,0,38.8886111,0
"5B_05",2.469111,0,19.444,0,0,0,0,0,0,0,0,0,0,0,52.778,5.556
"5B_06",0,0,23.3328933,0,0,0,0,0,0,0.0952461,0,0,0,0,53.3330133,20.00048
"5B_07",0.6536363,0,0,0,0,0,0,0,0,0.1680779,0,0,2.9413633,0,0,85.2931834
"5B_08",0.3086636,0,0,0,0,0,0,0,0,0.1587413,0,0,0,0,2.7779722,88.8881111
"5B_09",0.9259907,0,5.5559444,0,0,0,0,0,0,0,0,0,0,0,0,86.1101389
"5B_10",0.3174832,0,0,0,0,0,0,0,0,0.3265541,0,0,0,0,0,85.7132572
"5B_11",0.63495982,0,0,0,0,0,0,0,0,0.08163769,0,0,5.71463836,1.42865959,0,79.99876574
"5B_12",0.6173272,1.3889861,0,2.7779722,0,0,0,0,1.3889861,0,0,0,0,0,66.6663333,19.4438056
"5B_13",2.77775,1.38898611,0,0,0,0,0.55559444,0,0,0.07937063,0,0,0,0,5.55594444,61.1103889
"5B_14",0,0,0,0,0,0,0,0,0,0.7142857,0,0,0,0,5.556,69.444
"5B_15",0,0,0,0,0,0,0,0,0,0.07937143,0,0,0,0,0,97.222
"5B_16",0.3472418,0,6.2503516,0,0,0,0,0,0,0.6250352,0,0,0,6.2497891,9.3744024,34.3746836
"5B_17",0,0,8.571105,0,2.857378,0,0,0,0,0,0,0,0,11.428483,0,42.857584
"5B_18",0,0,17.64712111,0,0,0,0,0,0,0.08403895,0,2.94136332,0,2.94109862,32.35287889,32.35287889
"5B_19",0.3086636,0,8.3329167,0,0,0,0,0,1.3889861,0.4761952,0,0,5.5559444,0,0,63.8883611
"5B_20",0,0,0,0,0,0,0,0,2.7779444,0.2381095,0,0,5.5558889,0,0,80.5543889
"5C_01",0,1.389,0,0,0,0,0,0,1.389,0.6349143,0,0,0,0,8.333,63.889
"5C_02",0,1.3889861,0,0,0,0,0,0,0,0.5555659,0,0,0,0,0,77.7772222
"5C_03",0,0,0,0,0,0,0,0,1.389,0.4761714,0,0,0,0,2.778,77.778
"5C_04",0,1.3889722,8.3328333,0,0,0,0.5555889,0,0,0.6349587,0,0,0,0,5.5558889,58.3318334
"5C_05",0,0,17.1430629,0,0,0,0,0,4.2855086,0.1632771,0,0,0,0,2.8573486,65.7138743
"5C_06",1.8518889,0,0,0,0,0,0,0,1.389,0.2380857,0,0,0,0,0,72.222
"5C_07",0.6173272,0,0,0,0,0,0,0,0,1.1111032,0,0,0,0,0,55.5554444
"5C_08",1.388967,0,0,0,0,0,0,0,1.562588,0.625003,0,3.125176,0,0,28.124332,31.249508
"5C_09",1.0417253,1.5625879,0,0,0,0,0,0,0,0.7142937,0,6.2503516,0,0,9.3744024,46.8742617
"5C_10",1.8518704,0,2.7779722,0,8.3329167,0,0,0,0,0.2381119,0,2.7779722,0,0,2.7779722,58.3324167
"5C_11",0,0,8.3330833,0,0,0,0,0,1.3890139,0.3968325,8.3330833,0,0,0,8.3330833,58.3335833
"5C_12",0,0,5.5559444,0,0,0,0,0,0,0.2381119,0,2.7779722,0,0,0,83.3321667
"5C_13",0.3174832,1.4286743,2.8573486,0,0,0,0,0,0,0.2448862,0,0,2.8573486,0,0,79.9995886
"5C_14",0.3086667,5.5555,2.778,0,0,0,0,0,1.389,0.2380857,0,0,0,0,0,72.222
"5C_15",0.6349598,1.4286596,0,0,0,0,0,0,0,0.1632754,0,0,0,0,2.8573192,82.8560849
"5C_16",0,2.85731918,14.28556735,0,0,0,0,0,1.42865959,0.08163769,0,0,0,0,5.71463836,68.57051757
"5C_17",0,0,2.8573486,0,0,0,0,0,0,0.6530495,0,0,5.7146971,0,14.2857143,54.2855086
"5C_18",0,0,0,0,0,0,0,0,0,1.587298,0,0,0,0,5.555944,38.888611
"5C_19",0,1.3889861,0,0,0,0,0.5555944,0,0,1.0317325,0,2.7779722,2.7779722,0.6944931,0,49.9995
"5C_20",0,1.4286743,8.5710171,0,0,0,0,0,1.4286743,0.1632771,0,0,2.8573486,0.7143371,8.5710171,65.7138743
"6A_01",1.2345309,0,0,0,0,0,0,0,0,0.6349302,0,0,2.7779444,1.3889722,2.7779444,55.5548889
"6A_02",0,0,0,0,0,0,0,0,0,0.3361327,0,2.9414256,11.7646436,0,0,73.5292872
"6A_03",0.6173333,0,2.778,0,0,0,0,0,0,0.2380857,0,2.778,11.111,0,11.111,58.333
"6A_04",0.3174864,0,0,0,0,0,0.5714756,0,0,0.5714168,0,0,5.7147559,0,8.5711053,59.9997943
"6A_05",0.6944991,0,6.2504922,0,0,0,0,0,0,1.1607093,0,0,0,0,9.3746133,37.4995781
"6A_06",0,0,17.6471211,0,0,0,0,0,0,1.5966191,2.9413633,0,0,0.7353408,2.9413633,17.6471211
"6A_07",0,0,18.750141,0,6.250422,0,0,0,0,1.249988,0,0,0,0,3.125211,28.124648
"6A_08",0,0,0,0,0,0,0,0,0,2.539686,0,0,0,0,0,11.111
"6A_09",0,0,0,0,0,0,0,0,0,2.857143,0,0,0,0,0,0
"6A_10",1.234556,0,0,0,0,0,0.5556,0,0,1.428571,0,0,0,0,0,36.111
"6A_11",0.9803576,0,0,0,0,0,0,0,0,0.3361327,0,0,0,0,0,79.4121384
"6A_12",0,0,0,0,0,0,0,0,0,0.7563061,0,2.9414256,20.5878616,0,0,50
"6A_13",0,0,2.7779722,0,0,0,0,0,0,0.1587413,0,5.5559444,13.8888611,0,22.2217778,49.9995
"6A_14",0,0,0,0,0,0,0,0,0,2.666653,0,0,6.667147,0,0,0
"6A_15",0,0,11.764519,0,0,0,0.5882789,0,1.4706972,0.8403379,0,2.9413945,2.9413945,0,0,47.0580761
"6A_16",0,1.388986,0,0,0,0,0,0,1.388986,0,0,0,27.777722,0,0,66.666333
"6A_17",0,0,0,0,0,0,0,0,0,0,0,2.778,36.111,0,13.889,47.222
"6A_18",0,1.3889861,0,0,0,0,0,0,0,0.5555659,0,0,27.7777222,3.4722153,0,36.1106389
"6A_19",0,0,11.1108889,0,0,0,0,0,1.3889861,0.6349079,0,2.7779722,27.7777222,0.6944931,0,30.5556944
"6A_20",0,0,5.55594444,0,0,0,0,0,0,0.07937063,0,0,16.66683333,0,0,74.99925001
"6B_01",1.1110711,0,9.99964,0,0,0,0,0,0,0.2857383,0,0,0,0,56.6666267,13.3332533
"6B_02",0,0,0,0,0,0,0,0,0,1.269844,0,0,0,0,0,55.555444
"6B_03",0.3086636,0,0,0,0,0,0,0,0,0.4762238,22.2217778,0,0,0,0,58.3324167
"6B_04",0,0,0,0,0,0,0,0,0,0.7142857,0,0,2.778,0,8.333,63.889
"6B_05",0.617321,2.7779444,13.8887222,0,0,0,0,0,0,0.1587397,0,2.7779444,2.7779444,0,2.7779444,61.1097778
"6B_06",0,0,6.0610689,0,3.0305344,0,0,0,0,0.6926312,0,3.0305344,9.0905124,0,3.0305344,51.5147218
"6B_07",0.6349598,0,0,0,0,0,0,0,0,0.7347098,0,0,2.8573192,0,0,65.7131984
"6B_08",0,0,0,0,0,0,0,0,0,0.8163265,0,0,2.8573486,0,2.8573486,65.7138743
"6B_09",0,0,28.5711347,0,2.8573192,0,0,0,0,0.6530721,0,0,0,0,2.8573192,42.856702
"6B_10",0,0,8.333,0,0,0,0,0,0,1.904771,0,0,0,0,11.111,13.889
"6B_11",0.617321,0,2.777944,0,2.777944,0,0,0,0,0.952381,0,0,0,0,5.555889,49.999
"6B_12",0,0,0,0,0,0,0,0,0,1.031743,0,0,8.333,0,0,55.556
"6B_13",0,1.4286596,0,0,0,0,0,0,0,0.9795935,0,5.7146384,2.8573192,0,2.8573192,51.427631
"6B_14",0,0,5.5558889,0,0,0,0,0,0,0.7936413,0,2.7779444,5.5558889,0.6944861,2.7779444,52.7769445
"6B_15",0.3268181,0,2.9413633,0,2.9413633,0,0,0,0,1.0924156,0,5.8827266,5.8827266,0,0,41.17591
"6B_16",0.6173272,1.3889861,8.3329167,0,0,0,0,0,1.3889861,1.0317325,0,2.7779722,0,0,2.7779722,38.8886111
"6B_17",0.6349663,0,28.5714286,0,0,0,0,0,1.4286743,0.6530495,0,0,0,0,2.8573486,37.1424457
"6B_18",0.6173272,0,22.2217778,0,0,0,0,0,1.3889861,0.7142786,0,2.7779722,8.3329167,0,2.7779722,30.5556944
"6B_19",0,0,14.2857143,0,0,0,0,0,0,0.5714403,0,0,0,0,34.2850971,31.4287771
"6B_20",0,0,11.4284833,0,0,0,0,0,0,0.6530562,0,0,8.5711053,0,0,57.1434449
"6C_01",0,0,2.778,0,0,0,0,0,0,0.4762,0,0,8.333,0,2.778,69.444
"6C_02",0.9258796,1.3889861,24.99975,0,0,0,0,0,0,0.3968246,0,0,16.6668333,0,2.7779722,30.5556944
"6C_03",0.952345,0,22.8569665,0,0,0,0,0,0,0.6530562,0,0,11.4284833,1.428689,0,28.5717224
"6C_04",0.3174832,0,28.5714286,0,0,0,0,0,0,0.8979651,0,0,0,0.7143371,19.9993829,14.2857143
"6C_05",0,0,13.888861,0,0,0,0,0,0,1.904752,0,0,2.777972,0,0,16.666833
"6C_06",0.3086636,0,0,0,0,0,0,0,0,2.301577,0,0,2.7779722,0,0,13.8888611
"6C_07",0,0,2.7779722,0,0,0,0,0,0,0.9523905,0,0,24.99975,0,0,38.8886111
"6C_08",0.6349729,0,14.2858612,0,0,0,0,0,0,0.2448887,0,0,17.1432392,0,19.9995886,34.2854498
"6C_09",0.30866667,0,22.222,0,0,0,0,0,0,0.07937143,0,0,0,0,22.222,50
"6C_10",0,0,8.823218,0,0,0,0,0,1.4707128,0.3361327,0,0,0,0,2.9414256,73.5292872
"6C_11",0,0,0,0,0,0,0,0,0,1.507928,0,0,0,0,5.555944,41.666583
"6C_12",0.6173272,0,0,0,0,0,0,0,0,2.5396603,0,0,0,0,0,5.5559444
"6C_13",1.269818,0,0,0,0,0,0,0,0,1.551015,0,2.857349,2.857349,0,2.857349,25.71408
"6C_14",0,0,2.857349,0,0,0,0,0,0,1.551015,0,2.857349,0,0,0,39.999794
"6C_15",0,0,6.2504219,0,0,0,0,0,0,0.3571348,0,6.2504219,0,4.6875352,12.4997188,43.7495781
"6C_16",0.3174832,0,0,0,0,0,0,0,0,1.1428513,0,2.8573486,0,0.7143371,2.8573486,48.5708114
"6C_17",0.6349598,0,0,0,0,0,0,0,0,0.3265508,0,2.8573192,2.8573192,0,2.8573192,74.2841274
"6C_18",0,0,3.3335333,0,0,0,0,0,1.6667667,0.1904876,0,0,0,0,20,66.6658667
"6C_19",0,0,13.889,0,0,0,0,0,0,0.873,0,0,5.556,0,11.111,38.889
"6C_20",0.9258796,0,5.5559444,0,0,0,0,0,0,1.3491865,0,2.7779722,5.5559444,0,2.7779722,27.7777222
"7A_01",0.3367224,0,0,0,0,0,0.6061003,0,0,0.2597573,0,0,0,0,24.2418292,60.6056639
"7A_02",0,0,0,0,0,0,0.5555944,0,0,0,0,2.7779722,0,1.3889861,27.7777222,61.1103889
"7A_03",1.3072726,0,0,0,0,0,0.5882727,0,0,0.2521169,0,0,0,2.9410986,23.5287889,41.17591
"7A_04",0.336726,0,0,0,0,0,0,0,0,0,0,0,0,6.060523,12.121047,60.606325
"7A_05",0.952345,0,0,0,0,0,1.1429512,0,0,0.1632787,0,0,0,0,8.5711053,71.4282776
"7A_06",1.30716878,0,5.88278892,0,0,0,2.35290381,0,0,0.08403984,0,0,0,0,8.82312457,58.82365398
"7A_07",1.3467683,1.5152507,0,0,0,0,0.6061003,0,0,0.6060691,3.0305014,0,0,0,6.0610027,51.5141598
"7A_08",0,0,5.5559444,0,0,0,0.5555944,0,0,0.317454,0,0,0,0,5.5559444,74.99925
"7A_09",0,0,0,0,0,0,0,0,1.38898611,0.07937063,0,0,5.55594444,0.69449306,0,86.1101389
"7A_10",0.6349598,0,0,0,0,0,0,0,2.8573192,0,0,0,2.8573192,0,5.7146384,79.9987657
"7A_11",0.336726,0,0,0,0,0,0,0,0,0.0865867,0,0,0,3.7878953,24.2420937,54.5452562
"7A_12",2.28754,5.882322,0,0,0,0,0,0,0,0,0,11.764644,5.882851,0,2.941426,47.058574
"7A_13",0.9524397,0,0,0,0,0,0,0,0,0.9795935,0,0,2.8573192,0,25.7138155,28.5711347
"7A_14",0.3086636,0,0,0,0,0,0,0,0,1.5872984,0,0,2.7779722,0.6944931,24.99975,11.1108889
"7A_15",0,0,3.030567,0,0,0,0,0,0,0,0,0,0,3.030295,9.090612,75.757642
"7A_16",0.336726,0,3.0305344,0,0,0,0,0,0,0.1731734,0,0,0,2.2726281,3.0305344,75.7568154
"7A_17",0,0,0,0,0,0,1.111189,0,1.388986,0,0,0,0,0,11.110889,80.555194
"7A_18",0,0,0,0,0,0,0.5714697,0,0,0.6530789,0,0,0,0,8.5710171,65.7138743
"7A_19",2.7777778,0,0,0,0,0,0.5556,0,0,0.3174571,0,0,8.333,0.6945,11.111,38.889
"7B_01",1.7361033,0,0,0,0,0,0.6250422,0,0,0.1785835,0,3.1252109,0,0.7813027,28.1246484,40.6243672
"7B_02",1.3072726,0,0,0,0,0,0,0,0,0.1680779,0,0,5.8827266,0,35.2931834,41.17591
"7B_03",1.58730159,0,17.14306286,0,0,0,1.14293943,0,0,0.08163853,0,0,2.85734857,2.85709143,19.99938286,25.71408
"7B_04",0.617321,0,0,0,0,0,1.1111778,0,2.7779444,0.3174794,0,0,0,0,2.7779444,69.4426111
"7B_05",0.6349533,0,0,0,0,0,1.1429159,0,0,0.4081843,0,0,5.7145796,0,11.4281306,57.1416817
"7B_06",0.6536294,0,0,0,0,0,1.7647993,0,0,0.1680761,0,0,5.8826644,0,17.6469343,55.8810762
"7B_07",0.32682161,0,5.88278892,0,0,0,1.17655778,0,0,0.08403984,0,0,0,5.1469109,14.70591349,47.05807613
"7B_08",1.3071688,0,8.8231246,0,0,0,0,0,0,0.7562981,0,0,2.9413945,0,5.8827889,44.1177405
"7B_09",1.5873016,1.4286743,11.4283657,0,0,0,0.5714697,0,1.4286743,0,0,2.8573486,2.8573486,0,0,59.9991771
"7B_10",0.617321,0,0,0,0,0,0.5555889,0,0,0,0,2.7779444,5.5558889,0.6944861,2.7779444,77.7764445
"7B_11",1.2345432,0,0,0,0,0,1.1111889,0,0,0.1587413,0,5.5559444,2.7779722,0,0,69.4433056
"7B_12",0,0,16.66666667,0,2.77794444,0,1.11117778,0,0,0.07936984,0,2.77794444,0,0,16.66666667,52.77694446
"7B_13",0,0,12.49971875,0,12.49971875,0,0.62504219,0,0,0.08929174,0,3.12521093,3.12521093,0,3.12521093,59.37450782
"7B_14",0,0,3.0305014,0,0,0,1.8183008,0,0,0.1731715,0,0,0,0,0,81.8169918
"7B_15",1.7360838,0,3.1251758,0,6.2503516,0,0.6250352,0,0,0.4464215,0,3.1251758,0,3.9061885,3.1251758,34.3746836
"7B_16",0.3086667,0,8.333,0,0,0,0,0,0,0,0,0,2.778,9.72225,0,47.222
"7B_17",0.31748317,0,5.71469714,0,2.85734857,0,0,0,0,0.08163853,0,0,2.85734857,0,11.42836572,71.42754287
"7B_18",0.9524495,0,5.7146971,0,0,0,0,0,0,0,0,0,2.8573486,0,11.4283657,71.4275429
"7B_19",1.73612283,0,9.37461328,0,0,0,0.62504922,0,0,0.08929275,0,0,0,0,3.12524609,65.62454297
"7B_20",1.8518704,0,0,0,8.3329167,0,0.5555944,0,0,0,0,0,0,0,5.5559444,66.6663333
"7C_01",1.85187,1.388986,0,0,0,0,1.111189,0,0,0,0,0,0,0,5.555944,69.443306
"7C_02",1.96079123,0,0,0,0,0,0.58827266,0,0,0.08403895,0,0,2.94136332,0,5.88272664,67.6460623
"7C_03",0.98035755,0,0,0,0,0,1.7646436,0,0,0.08404073,0,0,14.70606921,0,14.70606921,50
"7C_04",0,0,0,0,0,0,0,0,0,0.08929174,0,0,6.25042187,0,0,90.6243672
"7C_05",1.346783,0,6.0610689,0,0,0,0,0,0,0.3463156,0,0,3.0305344,0,0,66.666303
"7C_06",3.80953,1.42866,5.714638,0,2.857319,0,0,0,0,0,0,0,0,0,2.857319,51.427631
"7C_07",0.9523352,0,5.7146971,2.8573486,2.8573486,0,0,0,0,0.1632771,0,2.8573486,2.8573486,7.1428571,19.9993829,19.9993829
"7C_08",2.2222451,0,5.7146384,0,2.8573192,0,0.5714638,0,0,0.3265508,0,0,0,0,19.9991772,37.1420637
"7C_09",0,0,2.9413633,0,2.9413633,0,0.5882727,0,0,0.1680779,0,0,0,8.0882197,44.1172734,8.8230312
"7C_10",0,0,2.85731918,0,2.85731918,0,0.57146384,0,0,0.08163769,0,5.71463836,0,4.28572163,5.71463836,59.99856003
"7C_11",0.31747991,2.85731918,0,0,0,0,0.57146384,0,0,0.08163769,0,14.28556735,0,0,31.42845388,39.99938287
"7C_12",1.3071688,1.4706972,23.5290381,0,5.8827889,0,0,0,0,0.3361291,0,0,0,0,38.2349516,5.8827889
"7C_13",1.234531,0,0,0,5.555889,0,1.666767,0,0,0,0,0,5.555889,0,30.555389,38.888222
"7C_14",0,0,5.7146384,0,0,0,1.1429277,0,0,0.1632754,0,2.8573192,8.570929,0,39.9993829,31.4284539
"7C_15",0.6349598,0,0,0,0,0,1.1429277,0,0,0,0,11.4282482,5.7146384,0,28.5711347,42.856702
"7C_16",0.9258796,0,0,0,0,0,1.1111889,0,1.3889861,0,0,8.3329167,0,0.6944931,30.5556944,41.6665833
"7C_17",0.3086636,0,8.3329167,0,0,0,0,0,0,0.2381119,0,5.5559444,0,0,27.7777222,47.2215278
"7C_18",0.9259907,0,13.8888611,0,0,0,0,0,1.3889861,0,0,0,0,0,11.1108889,63.8883611
"8A_01",0,0,26.4704325,0,0,0,0,0,2.9413945,0.5042088,0,0,0,2.9411298,0,38.2349516
"8A_02",0,0,28.12464844,6.25042187,6.25042187,0,0,0,0,0.08929174,0,0,15.62492969,0,0,40.6243672
"8A_03",0,0,49.9994,0,0,0,0,0,1.666767,0,3.333533,0,6.667067,1.666767,0,29.9994
"8A_04",0,0,33.3333333,0,0,0,0,0,0,0.5194834,0,0,12.1209146,0,6.0610027,30.302832
"8A_05",0,0,30.302832,0,0,0,0,0,0,0.3463118,0,0,6.0610027,0,18.1819174,33.3333333
"8A_06",0,0,42.423747,3.030501,0,0,1.212201,0,0,0,0,0,9.090413,0,6.061003,33.333333
"8A_07",0,0,25.8059272,0,0,0,0.6452062,0,1.6130156,0.1843446,0,0,3.2260312,0,0,58.0639168
"8A_08",2.2988553,0,13.7927182,0,0,3.4484899,0.689698,0,0,0.3941131,0,0,0,0,17.2412081,27.5854364
"8A_09",0.7663406,0,31.0343115,0,0,0,0,0,0,0.8866946,0,0,6.8970654,0,10.3443567,13.7928894
"8A_10",3.819452,0,18.750141,0,0,0,0,0,0,0,0,0,6.250422,0,0,40.624367
"8A_11",2.693566,0,27.2726281,0,0,0,0,0,0,0.1731734,0,3.0305344,0,0,12.1210468,27.2726281
"8A_12",0.32682507,0,20.58786159,0,0,0,0,0,0,0.08404073,0,0,2.94142561,0,8.82321799,61.7646436
"8A_13",4.901919,0,5.882727,0,0,0,0,0,0,0,0,0,5.882727,0,11.764394,32.352879
"8A_14",3.921548,0,29.412138,0,0,0,0,0,0,0,0,0,0,0,11.764644,23.529287
"8A_15",10.476145,0,2.857349,0,0,0,0,0,0,0,0,0,0,0,0,2.857349
"8A_16",1.85185185,0,16.66666667,0,0,0,0,0,0,0.09524495,0,0,0,0,20.00024,43.33285334
"8A_17",0,0,15.625105,0,0,0,0,0,0,0,0,0,3.125246,0,3.125246,78.124402
"8A_18",0.3367224,0,33.3333333,0,0,0,0,0,0,0.2597573,0,0,0,0,0,54.5446612
"8A_19",0.98045444,0,41.17591004,0,0,0,0,0,0,0.08403895,0,0,0,0,2.94136332,44.11727336
"8A_20",2.539637,0,31.428777,5.714697,0,0,0,0,0,0,0,0,0,0,8.571017,31.428777
"8B_01",0.3367297,0,48.4847163,0,0,0,0,0,0,0,0,0,0,7.5758733,9.0906116,9.0906116
"8B_02",0,0,41.6665833,0,0,0,0,0,1.3889861,0.5555373,0,0,16.6668333,0,2.7779722,16.6668333
"8B_03",0,0,44.1182076,0,0,0,0,0,0,0.3361327,0,0,8.823218,0,8.823218,26.4707128
"8B_04",0,0,25.71408,0,0,0,0,0,0,0.2449156,0,2.8573486,8.5710171,0,14.2857143,39.9997943
"8B_05",0,0,0,0,0,0,0,0,1.4706972,0,0,0,2.9413945,0.7353486,0,91.1758166
"8B_06",0,0,32.35287889,0,0,0,0,0,0,0.08403895,0,0,2.94136332,0,2.94136332,58.82303115
"8B_07",1.010057,0,15.151581,0,0,0,0,0,1.515267,0,0,0,3.030534,0,0,69.696837
"8B_08",0,0,11.111,0,0,0,0,0,0,0.2381143,0,0,11.111,0,8.333,61.111
"8B_09",0,0,29.4115156,0,0,0,0,0,0,0.1680779,0,0,0,0,5.8827266,58.8230312
"8B_10",0,0,19.9995886,0,0,0,0,0,0,0.6530562,0,0,0,0,5.7147559,51.428689
"8B_11",0,0,18.1819174,0,3.0305014,0,0,0,0,0.2597573,0,0,3.0305014,0,12.1209146,54.5446612
"8B_12",0,0,14.705913,0,0,0,0,0,0,0,0,0,0,0,5.882789,79.411298
"8B_13",0,0,24.2423581,0,3.0305675,0,0,0,0,0.6060512,0,0,9.0906116,0,3.0305675,39.3941047
"8B_14",0,0,18.1819174,0,0,0,0,0,0,0.5194834,0,0,3.0305014,0,0,60.6056639
"8B_15",0,0,18.1821157,0,0,0,0,0,0,0.0865867,0,0,12.1210468,3.7878953,0,51.5147218
"8B_16",0,0,22.8567314,0,0,0,0,0,1.4286743,0.1632771,0,0,11.4283657,0,0,57.1428571
"8B_17",0,0,11.7643945,0,0,0,0,0,0,0.3361558,0,0,17.6471211,0,0,58.8230312
"8B_18",0,0,17.6474948,0,0,0,0,0,0,0.5882246,0,0,8.823218,0,0,52.9414256
"8B_19",0,0,21.8744727,0,0,0,0,0,0,0.1785855,0,0,12.4998594,0,0,59.3751758
"8B_20",0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,9.374719,78.125281
"8C_01",0,0,77.418943,0,0,0,0,0,0,0,0,3.226031,0,0,19.355026,0
"8C_02",0.7663311,0,68.9648324,0,0,0,0,0,0,0,0,0,0,0,17.2412081,6.8969798
"8C_03",0,0,40.6243672,3.1252109,0,0,0,0,0,0.2678752,0,0,0,1.5626055,37.4991563,3.1252109
"8C_04",0,0,36.3631405,0,0,0,0,0,0,0.0865867,0,3.0305344,0,4.5455289,36.3631405,3.0305344
"8C_05",2.59251259,0,33.33333333,0,0,0,0,0,0,0.09524495,0,9.99952,3.33357333,5.00006,6.66714666,0
"8C_06",0.3584521,0,54.8385224,0,0,0,0,0,0,0,12.9031134,0,6.4521374,0,9.6770447,12.9031134
"8C_07",0,0,38.70844123,0,0,0,1.93559625,0,0,0.09217125,3.22599375,3.22599375,0,0,35.48360875,6.4519875
"8C_08",0,0,54.83852237,0,0,0,0.64521374,0,0,0.09217339,0,0,9.67704474,0,22.58015817,6.45213736
"8C_09",0,0,45.45424794,0,0,0,0,0,0,0.08658575,0,0,0,0,33.33333333,18.18191735
"8C_10",0,0,32.3528789,0,0,0,0.5882727,0,0,0.5042035,0,0,5.8827266,0,14.7057578,26.4701523
"8C_11",5.555556,0,8.333,0,0,0,0,0,0,0,0,0,0,0,16.667,25
"8C_12",3.124961,0,34.37507,0,0,0,0,0,0,0,0,0,0,0,6.250422,31.249859
"8C_13",3.492122,0,14.285861,0,0,0,0,0,0,0,0,0,11.428483,0,19.999589,22.856967
"8C_14",0,0,55.999712,0,0,0,0,0,0,0,0,0,8.000576,0,0,35.999712
"8C_15",2.53963683,0,28.57142857,0,2.85734857,0,0,0,0,0.08163853,0,0,2.85734857,0,5.71469714,34.28509715
"8C_16",4.713801,0,21.2115592,0,0,0,0,0,0,0.1731734,0,0,9.0905124,0,6.0610689,15.1515813
"8C_17",10.1586616,0,2.8573486,0,0,0,0.5714697,0,0,0,0,0,0,0,0,2.8573486
"8C_18",8.642,0,0,0,0,0,0,0,0,0.07937143,0,0,0,0,0,19.444
"8C_19",0.3584438,0,19.3548012,0,6.4519875,0,0,0,0,0.1843425,0,0,0,0,0,64.51523
"8C_20",0,0,38.8882222,0,0,0,0,0,0,0.2381095,5.5558889,0,0,0,5.5558889,41.6661667
"9A_01",2.857149,0,19.999589,0,0,0,1.142951,0,0,0,0,8.571105,0,0,0,40.000206
"9A_02",5.555611,0,2.777972,0,0,0,0,0,0,0,0,8.332917,5.555944,0,11.110889,22.221778
"9A_03",5.71424,0,5.714697,0,0,0,0,0,0,0,0,5.714697,0,0,19.999383,17.143063
"9A_04",4.62962037,0,16.66683333,0,0,0,0,0,0,0.07937063,0,0,0,0,13.88886111,24.99975
"9A_05",9.259222,0,11.111,0,0,0,0,0,0,0,0,0,0,0,5.556,0
"9A_06",3.174603,0,0,0,0,0,0,0,0,0,0,5.714697,0,2.142754,17.143063,39.999794
"9A_07",0,0,12.4997188,0,0,0,0,0,0,0.1785835,0,28.1246484,6.2504219,0,6.2504219,40.6243672
"9A_08",0.3174766,0,25.713551,0,0,0,1.1429159,0,0,0.3265474,0,2.8572898,0,4.2856776,5.7145796,28.5708408
"9A_09",0.3174799,0,0,0,0,0,0.5714638,0,0,0.6530721,0,0,2.8573192,3.5713918,2.8573192,51.427631
"9A_10",0.3268251,0,11.7646436,0,2.9414256,0,2.3529287,0,0,0.5882246,0,8.823218,0,0,2.9414256,38.2353564
"9A_11",0.3268251,0,23.5292872,0,11.7646436,0,0,0,0,0.7563061,0,0,0,0,0,35.2939308
"9A_12",2.6143376,0,5.8827889,0,0,0,0,0,0,0.1680797,0,8.8231246,0,0.7353486,8.8231246,44.1177405
"9A_13",0.3268181,0,26.4701523,0,0,0,0,0,0,0.7563203,0,5.8827266,0,4.4117803,8.8230312,11.7643945
"9A_14",2.3568142,0,6.0610027,0,0,0,0,0,0,0.1731715,0,30.302832,3.0305014,3.787854,12.1209146,6.0610027
"9A_15",1.26983147,0,45.71393306,0,2.85737796,0,0,0,0,0.08163937,0,0,0,2.85712082,5.71475592,19.99958857
"9A_16",0.3174832,0,34.2850971,0,0,0,0,0,0,0.3265541,0,2.8573486,0,1.4286743,19.9993829,22.8567314
"9A_17",0.9804544,0,17.6471211,0,2.9413633,0,1.1765453,0,0,0,0,8.8230312,2.9413633,0,2.9413633,49.9989412
"9A_18",0.3174864,0,51.428689,0,0,0,0,0,0,0,0,0,0,0,8.5711053,37.1428278
