"","Brown_Algae","CCA","Cyanobacteria","Dead_Coral","Foraminifera","Green_Algae","Hard_Coral","Hard_Substrate","Macrofauna","Other_cnidarian","Red_Algae","Sand","Soft_Coral","Turf_algae","Turf_and_sand"
"5B_10",0,0,0,0,0,0,0.3246987,0,0,0,0,0,0,0,85.7132572
"5B_11",0,0,0,0,0,0,0.1948172,0,0,0,0,5.7146384,1.4286596,0,79.9987657
"5B_12",1.3889861,0,2.7779722,0,0,0,0.1262715,0,1.3889861,0,0,0,0,66.6663333,19.4438056
"5B_13",1.3889861,0,0,0,0,0.5555944,0.6313119,0,0,0,0,0,0,5.5559444,61.1103889
"5B_14",0,0,0,0,0,0,0.5681818,0,0,0,0,0,0,5.556,69.444
"5B_15",0,0,0,0,0,0,0.06313636,0,0,0,0,0,0,0,97.222
"5B_16",0,6.2503516,0,0,0,0,0.5682138,0,0,0,0,0,6.2497891,9.3744024,34.3746836
"5B_17",0,8.571105,0,2.857378,0,0,0,0,0,0,0,0,11.428483,0,42.857584
"5B_18",0,17.64712111,0,0,0,0,0.06684917,0,0,0,2.94136332,0,2.94109862,32.35287889,32.35287889
"5B_19",0,8.3329167,0,0,0,0,0.4419274,0,1.3889861,0,0,5.5559444,0,0,63.8883611
"5B_20",0,0,0,0,0,0,0.1894053,0,2.7779444,0,0,5.5558889,0,0,80.5543889
"5C_01",1.389,0,0,0,0,0,0.5050455,0,1.389,0,0,0,0,8.333,63.889
"5C_02",1.3889861,0,0,0,0,0,0.4419274,0,0,0,0,0,0,0,77.7772222
"5C_03",0,0,0,0,0,0,0.3787727,0,1.389,0,0,0,0,2.778,77.778
"5C_04",1.3889722,8.3328333,0,0,0,0.5555889,0.5050808,0,0,0,0,0,0,5.5558889,58.3318334
"5C_05",0,17.1430629,0,0,0,0,0.1298795,0,4.2855086,0,0,0,0,2.8573486,65.7138743
"5C_06",0,0,0,0,0,0,0.5681818,0,1.389,0,0,0,0,0,72.222
"5C_07",0,0,0,0,0,0,1.010104,0,0,0,0,0,0,0,55.555444
"5C_08",0,0,0,0,0,0,0.7812684,0,1.5625879,0,3.1251758,0,0,28.124332,31.2495078
"5C_09",1.5625879,0,0,0,0,0,0.7812684,0,0,0,6.2503516,0,0,9.3744024,46.8742617
"5C_10",0,2.7779722,0,8.3329167,0,0,0.5681989,0,0,0,2.7779722,0,0,2.7779722,58.3324167
"5C_11",0,8.3330833,0,0,0,0,0.3156622,0,1.3890139,8.3330833,0,0,0,8.3330833,58.3335833
"5C_12",0,5.5559444,0,0,0,0,0.1894072,0,0,0,2.7779722,0,0,0,83.3321667
"5C_13",1.4286743,2.8573486,0,0,0,0,0.2597356,0,0,0,0,2.8573486,0,0,79.9995886
"5C_14",5.5555,2.778,0,0,0,0,0.2525227,0,1.389,0,0,0,0,0,72.222
"5C_15",1.4286596,0,0,0,0,0,0.2597563,0,0,0,0,0,0,2.8573192,82.8560849
"5C_16",2.85731918,14.28556735,0,0,0,0,0.06493907,0,1.42865959,0,0,0,0,5.71463836,68.57051757
"5C_17",0,2.8573486,0,0,0,0,0.5194712,0,0,0,0,5.7146971,0,14.2857143,54.2855086
"5C_18",0,0,0,0,0,0,1.262624,0,0,0,0,0,0,5.555944,38.888611
"5C_19",1.3889861,0,0,0,0,0.5555944,0.8206963,0,0,0,2.7779722,2.7779722,0.6944931,0,49.9995
"5C_20",1.4286743,8.5710171,0,0,0,0,0.1298795,0,1.4286743,0,0,2.8573486,0.7143371,8.5710171,65.7138743
"6A_01",0,0,0,0,0,0,0.7575758,0,0,0,0,2.7779444,1.3889722,2.7779444,55.5548889
"6A_02",0,0,0,0,0,0,0.2673783,0,0,0,2.9414256,11.7646436,0,0,73.5292872
"6A_03",0,2.778,0,0,0,0,0.3156591,0,0,0,2.778,11.111,0,11.111,58.333
"6A_04",0,0,0,0,0,0.5714756,0.5194765,0,0,0,0,5.7147559,0,8.5711053,59.9997943
"6A_05",0,6.250492,0,0,0,0,1.065348,0,0,0,0,0,0,9.374613,37.499578
"6A_06",0,17.6471211,0,0,0,0,1.2700379,0,0,2.9413633,0,0,0.7353408,2.9413633,17.6471211
"6A_07",0,18.7501406,0,6.2504219,0,0,0.9943086,0,0,0,0,0,0,3.1252109,28.1246484
"6A_08",0,0,0,0,0,0,2.020205,0,0,0,0,0,0,0,11.111
"6A_09",0,0,0,0,0,0,2.272727,0,0,0,0,0,0,0,0
"6A_10",0,0,0,0,0,0.5556,1.388886,0,0,0,0,0,0,0,36.111
"6A_11",0,0,0,0,0,0,0.4679059,0,0,0,0,0,0,0,79.4121384
"6A_12",0,0,0,0,0,0,0.6016071,0,0,0,2.9414256,20.5878616,0,0,50
"6A_13",0,2.7779722,0,0,0,0,0.1262715,0,0,0,5.5559444,13.8888611,0,22.2217778,49.9995
"6A_14",0,0,0,0,0,0,2.121201,0,0,0,0,6.667147,0,0,0
"6A_15",0,11.764519,0,0,0,0.5882789,0.6684506,0,1.4706972,0,2.9413945,2.9413945,0,0,47.0580761
"6A_16",1.388986,0,0,0,0,0,0,0,1.388986,0,0,27.777722,0,0,66.666333
"6A_17",0,0,0,0,0,0,0,0,0,0,2.778,36.111,0,13.889,47.222
"6A_18",1.3889861,0,0,0,0,0,0.4419274,0,0,0,0,27.7777222,3.4722153,0,36.1106389
"6A_19",0,11.1108889,0,0,0,0,0.5050404,0,1.3889861,0,2.7779722,27.7777222,0.6944931,0,30.5556944
"6A_20",0,5.55594444,0,0,0,0,0.06313573,0,0,0,0,16.66683333,0,0,74.99925001
"6B_01",0,9.99964,0,0,0,0,0.4545564,0,0,0,0,0,0,56.6666267,13.3332533
"6B_02",0,0,0,0,0,0,1.010104,0,0,0,0,0,0,0,55.555444
"6B_03",0,0,0,0,0,0,0.4419501,0,0,22.2217778,0,0,0,0,58.3324167
"6B_04",0,0,0,0,0,0,0.5681818,0,0,0,0,2.778,0,8.333,63.889
"6B_05",2.7779444,13.8887222,0,0,0,0,0.2525404,0,0,0,2.7779444,2.7779444,0,2.7779444,61.1097778
"6B_06",0,6.0610689,0,3.0305344,0,0,0.5509567,0,0,0,3.0305344,9.0905124,0,3.0305344,51.5147218
"6B_07",0,0,0,0,0,0,0.7143064,0,0,0,0,2.8573192,0,0,65.7131984
"6B_08",0,0,0,0,0,0,0.6493506,0,0,0,0,2.8573486,0,2.8573486,65.7138743
"6B_09",0,28.5711347,0,2.8573192,0,0,0.5194892,0,0,0,0,0,0,2.8573192,42.856702
"6B_10",0,8.333,0,0,0,0,1.515159,0,0,0,0,0,0,11.111,13.889
"6B_11",0,2.777944,0,2.777944,0,0,0.883846,0,0,0,0,0,0,5.555889,49.999
"6B_12",0,0,0,0,0,0,0.8207045,0,0,0,0,8.333,0,0,55.556
"6B_13",1.4286596,0,0,0,0,0,0.7792221,0,0,0,5.7146384,2.8573192,0,2.8573192,51.427631
"6B_14",0,5.5558889,0,0,0,0,0.6313056,0,0,0,2.7779444,5.5558889,0.6944861,2.7779444,52.7769445
"6B_15",0,2.9413633,0,2.9413633,0,0,0.9358161,0,0,0,5.8827266,5.8827266,0,0,41.17591
"6B_16",1.3889861,8.3329167,0,0,0,0,0.9469678,0,1.3889861,0,2.7779722,0,0,2.7779722,38.8886111
"6B_17",0,28.5714286,0,0,0,0,0.6493506,0,1.4286743,0,0,0,0,2.8573486,37.1424457
"6B_18",0,22.2217778,0,0,0,0,0.6944476,0,1.3889861,0,2.7779722,8.3329167,0,2.7779722,30.5556944
"6B_19",0,14.2857143,0,0,0,0,0.4545548,0,0,0,0,0,0,34.2850971,31.4287771
"6B_20",0,11.4284833,0,0,0,0,0.5194765,0,0,0,0,8.5711053,0,0,57.1434449
"6C_01",0,2.778,0,0,0,0,0.3787955,0,0,0,0,8.333,0,2.778,69.444
"6C_02",1.3889861,24.99975,0,0,0,0,0.5050404,0,0,0,0,16.6668333,0,2.7779722,30.5556944
"6C_03",0,22.8569665,0,0,0,0,0.7142744,0,0,0,0,11.4284833,1.428689,0,28.5717224
"6C_04",0,28.5714286,0,0,0,0,0.7792301,0,0,0,0,0,0.7143371,19.9993829,14.2857143
"6C_05",0,13.888861,0,0,0,0,1.515144,0,0,0,0,2.777972,0,0,16.666833
"6C_06",0,0,0,0,0,0,1.893936,0,0,0,0,2.777972,0,0,13.888861
"6C_07",0,2.7779722,0,0,0,0,0.7575833,0,0,0,0,24.99975,0,0,38.8886111
"6C_08",0,14.2858612,0,0,0,0,0.3246787,0,0,0,0,17.1432392,0,19.9995886,34.2854498
"6C_09",0,22.222,0,0,0,0,0.1262727,0,0,0,0,0,0,22.222,50
"6C_10",0,8.823218,0,0,0,0,0.2673783,0,1.4707128,0,0,0,0,2.9414256,73.5292872
"6C_11",0,0,0,0,0,0,1.199488,0,0,0,0,0,0,5.555944,41.666583
"6C_12",0,0,0,0,0,0,2.146456,0,0,0,0,0,0,0,5.555944
"6C_13",0,0,0,0,0,0,1.493497,0,0,0,2.857349,2.857349,0,2.857349,25.71408
"6C_14",0,2.857349,0,0,0,0,1.233762,0,0,0,2.857349,0,0,0,39.999794
"6C_15",0,6.2504219,0,0,0,0,0.2840845,0,0,0,6.2504219,0,4.6875352,12.4997188,43.7495781
"6C_16",0,0,0,0,0,0,0.974026,0,0,0,2.8573486,0,0.7143371,2.8573486,48.5708114
"6C_17",0,0,0,0,0,0,0.3896344,0,0,0,2.8573192,2.8573192,0,2.8573192,74.2841274
"6C_18",0,3.3335333,0,0,0,0,0.1515242,0,1.6667667,0,0,0,0,20,66.6658667
"6C_19",0,13.889,0,0,0,0,0.6944318,0,0,0,0,5.556,0,11.111,38.889
"6C_20",0,5.555944,0,0,0,0,1.262601,0,0,0,2.777972,5.555944,0,2.777972,27.777722
"7A_01",0,0,0,0,0,0.6061003,0.2755001,0,0,0,0,0,0,24.2418292,60.6056639
"7A_02",0,0,0,0,0,0.5555944,0,0,0,0,2.7779722,0,1.3889861,27.7777222,61.1103889
"7A_03",0,0,0,0,0,0.5882727,0.4679442,0,0,0,0,0,2.9410986,23.5287889,41.17591
"7A_04",0,0,0,0,0,0,0.06887578,0,0,0,0,0,6.06052342,12.12104683,60.60632507
"7A_05",0,0,0,0,0,1.1429512,0.3246787,0,0,0,0,0,0,8.5711053,71.4282776
"7A_06",0,5.8827889,0,0,0,2.3529038,0.3342253,0,0,0,0,0,0,8.8231246,58.823654
"7A_07",1.5152507,0,0,0,0,0.6061003,0.7575758,0,0,3.0305014,0,0,0,6.0610027,51.5141598
"7A_08",0,5.5559444,0,0,0,0.5555944,0.2525202,0,0,0,0,0,0,5.5559444,74.99925
"7A_09",0,0,0,0,0,0,0.06313573,0,1.38898611,0,0,5.55594444,0.69449306,0,86.1101389
"7A_10",0,0,0,0,0,0,0.1298781,0,2.8573192,0,0,2.8573192,0,5.7146384,79.9987657
"7A_11",0,0,0,0,0,0,0.1377516,0,0,0,0,0,3.7878953,24.2420937,54.5452562
"7A_12",5.8823218,0,0,0,0,0,0.4679059,0,0,0,11.7646436,5.8828512,0,2.9414256,47.0585744
"7A_13",0,0,0,0,0,0,0.9740393,0,0,0,0,2.8573192,0,25.7138155,28.5711347
"7A_14",0,0,0,0,0,0,1.3257595,0,0,0,0,2.7779722,0.6944931,24.99975,11.1108889
"7A_15",0,3.030567,0,0,0,0,0,0,0,0,0,0,3.030295,9.090612,75.757642
"7A_16",0,3.0305344,0,0,0,0,0.2066273,0,0,0,0,0,2.2726281,3.0305344,75.7568154
"7A_17",0,0,0,0,0,1.111189,0,0,1.388986,0,0,0,0,11.110889,80.555194
"7A_18",0,0,0,0,0,0.5714697,0.5194945,0,0,0,0,0,0,8.5710171,65.7138743
"7A_19",0,0,0,0,0,0.5556,0.8207045,0,0,0,0,8.333,0.6945,11.111,38.889
"7B_01",0,0,0,0,0,0.6250422,0.4971671,0,0,0,3.1252109,0,0.7813027,28.1246484,40.6243672
"7B_02",0,0,0,0,0,0,0.401095,0,0,0,0,5.882727,0,35.293183,41.17591
"7B_03",0,17.1430629,0,0,0,1.1429394,0.3896151,0,0,0,0,2.8573486,2.8570914,19.9993829,25.71408
"7B_04",0,0,0,0,0,1.1111778,0.3788106,0,2.7779444,0,0,0,0,2.7779444,69.4426111
"7B_05",0,0,0,0,0,1.1429159,0.4545688,0,0,0,0,5.7145796,0,11.4281306,57.1416817
"7B_06",0,0,0,0,0,1.7647993,0.2673938,0,0,0,0,5.8826644,0,17.6469343,55.8810762
"7B_07",0,5.8827889,0,0,0,1.1765578,0.1336997,0,0,0,0,0,5.1469109,14.7059135,47.0580761
"7B_08",0,8.8231246,0,0,0,0,0.8689762,0,0,0,0,2.9413945,0,5.8827889,44.1177405
"7B_09",1.4286743,11.4283657,0,0,0,0.5714697,0.3246753,0,1.4286743,0,2.8573486,2.8573486,0,0,59.9991771
"7B_10",0,0,0,0,0,0.5555889,0.1262702,0,0,0,2.7779444,5.5558889,0.6944861,2.7779444,77.7764445
"7B_11",0,0,0,0,0,1.1111889,0.3787917,0,0,0,5.5559444,2.7779722,0,0,69.4433056
"7B_12",0,16.6666667,0,2.7779444,0,1.1111778,0.0631351,0,0,0,2.7779444,0,0,16.6666667,52.7769445
"7B_13",0,12.49971875,0,12.49971875,0,0.62504219,0.07102752,0,0,0,3.12521093,3.12521093,0,3.12521093,59.37450782
"7B_14",0,3.0305014,0,0,0,1.8183008,0.1377501,0,0,0,0,0,0,0,81.8169918
"7B_15",0,3.1251758,0,6.2503516,0,0.6250352,0.7102161,0,0,0,3.1251758,0,3.9061885,3.1251758,34.3746836
"7B_16",0,8.333,0,0,0,0,0.06313636,0,0,0,0,2.778,9.72225,0,47.222
"7B_17",0,5.7146971,0,2.8573486,0,0,0.1298795,0,0,0,0,2.8573486,0,11.4283657,71.4275429
"7B_18",0,5.7146971,0,0,0,0,0.1948192,0,0,0,0,2.8573486,0,11.4283657,71.4275429
"7B_19",0,9.3746133,0,0,0,0.6250492,0.4261444,0,0,0,0,0,0,3.1252461,65.624543
"7B_20",0,0,0,8.3329167,0,0.5555944,0.3787917,0,0,0,0,0,0,5.5559444,66.6663333
"7C_01",1.3889861,0,0,0,0,1.1111889,0.3787917,0,0,0,0,0,0,5.5559444,69.4433056
"7C_02",0,0,0,0,0,0.5882727,0.4679201,0,0,0,0,2.9413633,0,5.8827266,67.6460623
"7C_03",0,0,0,0,0,1.7646436,0.2673783,0,0,0,0,14.7060692,0,14.7060692,50
"7C_04",0,0,0,0,0,0,0.07102752,0,0,0,0,6.25042187,0,0,90.6243672
"7C_05",0,6.0610689,0,0,0,0,0.5509567,0,0,0,0,3.0305344,0,0,66.666303
"7C_06",1.4286596,5.7146384,0,2.8573192,0,0,0.7792221,0,0,0,0,0,0,2.8573192,51.427631
"7C_07",0,5.7146971,2.8573486,2.8573486,0,0,0.3246753,0,0,0,2.8573486,2.8573486,7.1428571,19.9993829,19.9993829
"7C_08",0,5.7146384,0,2.8573192,0,0.5714638,0.7143064,0,0,0,0,0,0,19.9991772,37.1420637
"7C_09",0,2.9413633,0,2.9413633,0,0.5882727,0.1336983,0,0,0,0,0,8.0882197,44.1172734,8.8230312
"7C_10",0,2.85731918,0,2.85731918,0,0.57146384,0.06493907,0,0,0,5.71463836,0,4.28572163,5.71463836,59.99856003
"7C_11",2.8573192,0,0,0,0,0.5714638,0.1298781,0,0,0,14.2855673,0,0,31.4284539,39.9993829
"7C_12",1.4706972,23.5290381,0,5.8827889,0,0,0.5347509,0,0,0,0,0,0,38.2349516,5.8827889
"7C_13",0,0,0,5.5558889,0,1.6667667,0.2525177,0,0,0,0,5.5558889,0,30.5553889,38.8882222
"7C_14",0,5.7146384,0,0,0,1.1429277,0.1298781,0,0,0,2.8573192,8.570929,0,39.9993829,31.4284539
"7C_15",0,0,0,0,0,1.1429277,0.1298781,0,0,0,11.4282482,5.7146384,0,28.5711347,42.856702
"7C_16",0,0,0,0,0,1.1111889,0.1893845,0,1.3889861,0,8.3329167,0,0.6944931,30.5556944,41.6665833
"7C_17",0,8.3329167,0,0,0,0,0.2525429,0,0,0,5.5559444,0,0,27.7777222,47.2215278
"7C_18",0,13.8888611,0,0,0,0,0.1894072,0,1.3889861,0,0,0,0,11.1108889,63.8883611
"8A_01",0,26.4704325,0,0,0,0,0.4010752,0,2.9413945,0,0,0,2.9411298,0,38.2349516
"8A_02",0,28.12464844,6.25042187,6.25042187,0,0,0.07102752,0,0,0,0,15.62492969,0,0,40.6243672
"8A_03",0,49.9994,0,0,0,0,0,0,1.666767,3.333533,0,6.667067,1.666767,0,29.9994
"8A_04",0,33.3333333,0,0,0,0,0.4132254,0,0,0,0,12.1209146,0,6.0610027,30.302832
"8A_05",0,30.302832,0,0,0,0,0.2754753,0,0,0,0,6.0610027,0,18.1819174,33.3333333
"8A_06",0,42.423747,3.030501,0,0,1.212201,0,0,0,0,0,9.090413,0,6.061003,33.333333
"8A_07",0,25.8059272,0,0,0,0.6452062,0.1466378,0,1.6130156,0,0,3.2260312,0,0,58.0639168
"8A_08",0,13.7927182,0,0,3.4484899,0.689698,0.7837195,0,0,0,0,0,0,17.2412081,27.5854364
"8A_09",0,31.0343115,0,0,0,0,0.8620767,0,0,0,0,6.8970654,0,10.3443567,13.7928894
"8A_10",0,18.7501406,0,0,0,0,0.7812516,0,0,0,0,6.2504219,0,0,40.6243672
"8A_11",0,27.2726281,0,0,0,0,0.6887082,0,0,0,3.0305344,0,0,12.1210468,27.2726281
"8A_12",0,20.5878616,0,0,0,0,0.1337012,0,0,0,0,2.9414256,0,8.823218,61.7646436
"8A_13",0,5.882727,0,0,0,0,1.002665,0,0,0,0,5.882727,0,11.764394,32.352879
"8A_14",0,29.4121384,0,0,0,0,0.8021348,0,0,0,0,0,0,11.7646436,23.5292872
"8A_15",0,2.857349,0,0,0,0,2.142848,0,0,0,0,0,0,0,2.857349
"8A_16",0,16.6666667,0,0,0,0,0.4545509,0,0,0,0,0,0,20.00024,43.3328533
"8A_17",0,15.625105,0,0,0,0,0,0,0,0,0,3.125246,0,3.125246,78.124402
"8A_18",0,33.3333333,0,0,0,0,0.2755001,0,0,0,0,0,0,0,54.5446612
"8A_19",0,41.17591,0,0,0,0,0.2673967,0,0,0,0,0,0,2.9413633,44.1172734
"8A_20",0,31.4287771,5.7146971,0,0,0,0.5194712,0,0,0,0,0,0,8.5710171,31.4287771
"8B_01",0,48.48471625,0,0,0,0,0.06887653,0,0,0,0,0,7.57587328,9.09061157,9.09061157
"8B_02",0,41.6665833,0,0,0,0,0.4419047,0,1.3889861,0,0,16.6668333,0,2.7779722,16.6668333
"8B_03",0,44.1182076,0,0,0,0,0.2673783,0,0,0,0,8.823218,0,8.823218,26.4707128
"8B_04",0,25.71408,0,0,0,0,0.1948192,0,0,0,2.8573486,8.5710171,0,14.2857143,39.9997943
"8B_05",0,0,0,0,0,0,0,0,1.4706972,0,0,2.9413945,0.7353486,0,91.1758166
"8B_06",0,32.35287889,0,0,0,0,0.06684917,0,0,0,0,2.94136332,0,2.94136332,58.82303115
"8B_07",0,15.1515813,0,0,0,0,0.2066026,0,1.5152672,0,0,3.0305344,0,0,69.6968375
"8B_08",0,11.111,0,0,0,0,0.1894091,0,0,0,0,11.111,0,8.333,61.111
"8B_09",0,29.4115156,0,0,0,0,0.1336983,0,0,0,0,0,0,5.8827266,58.8230312
"8B_10",0,19.9995886,0,0,0,0,0.5194765,0,0,0,0,0,0,5.7147559,51.428689
"8B_11",0,18.1819174,0,3.0305014,0,0,0.2066251,0,0,0,0,3.0305014,0,12.1209146,54.5446612
"8B_12",0,14.705913,0,0,0,0,0,0,0,0,0,0,0,5.882789,79.411298
"8B_13",0,24.2423581,0,3.0305675,0,0,0.4820862,0,0,0,0,9.0906116,0,3.0305675,39.3941047
"8B_14",0,18.1819174,0,0,0,0,0.4132254,0,0,0,0,3.0305014,0,0,60.6056639
"8B_15",0,18.1821157,0,0,0,0,0.06887578,0,0,0,0,12.12104683,3.78789532,0,51.51472176
"8B_16",0,22.8567314,0,0,0,0,0.1298795,0,1.4286743,0,0,11.4283657,0,0,57.1428571
"8B_17",0,11.7643945,0,0,0,0,0.2673967,0,0,0,0,17.6471211,0,0,58.8230312
"8B_18",0,17.6474948,0,0,0,0,0.4679059,0,0,0,0,8.823218,0,0,52.9414256
"8B_19",0,21.8744727,0,0,0,0,0.1420566,0,0,0,0,12.4998594,0,0,59.3751758
"8B_20",0,12.5,0,0,0,0,0,0,0,0,0,0,0,9.374719,78.125281
"8C_01",0,77.418943,0,0,0,0,0,0,0,0,3.226031,0,0,19.355026,0
"8C_02",0,68.9648324,0,0,0,0,0.1567495,0,0,0,0,0,0,17.2412081,6.8969798
"8C_03",0,40.6243672,3.1252109,0,0,0,0.2130826,0,0,0,0,0,1.5626055,37.4991563,3.1252109
"8C_04",0,36.3631405,0,0,0,0,0.06887578,0,0,0,3.03053443,0,4.54552893,36.3631405,3.03053443
"8C_05",0,33.3333333,0,0,0,0,0.6060497,0,0,0,9.99952,3.3335733,5.00006,6.6671467,0
"8C_06",0,54.83852237,0,0,0,0,0.07331974,0,0,12.90311342,0,6.45213736,0,9.67704474,12.90311342
"8C_07",0,38.70844123,0,0,0,1.93559625,0.07331804,0,0,3.22599375,3.22599375,0,0,35.48360875,6.4519875
"8C_08",0,54.83852237,0,0,0,0.64521374,0.07331974,0,0,0,0,9.67704474,0,22.58015817,6.45213736
"8C_09",0,45.45424794,0,0,0,0,0.06887503,0,0,0,0,0,0,33.33333333,18.18191735
"8C_10",0,32.3528789,0,0,0,0.5882727,0.4010709,0,0,0,0,5.8827266,0,14.7057578,26.4701523
"8C_11",0,8.333,0,0,0,0,1.136364,0,0,0,0,0,0,16.667,25
"8C_12",0,34.3750703,0,0,0,0,0.6391966,0,0,0,0,0,0,6.2504219,31.2498594
"8C_13",0,14.2858612,0,0,0,0,0.7142977,0,0,0,0,11.4284833,0,19.9995886,22.8569665
"8C_14",0,55.999712,0,0,0,0,0,0,0,0,0,8.000576,0,0,35.999712
"8C_15",0,28.5714286,0,2.8573486,0,0,0.5844109,0,0,0,0,2.8573486,0,5.7146971,34.2850971
"8C_16",0,21.211559,0,0,0,0,1.101938,0,0,0,0,9.090512,0,6.061069,15.151581
"8C_17",0,2.8573486,0,0,0,0.5714697,2.0779081,0,0,0,0,0,0,0,2.8573486
"8C_18",0,0,0,0,0,0,1.830818,0,0,0,0,0,0,0,19.444
"8C_19",0,19.3548012,0,6.4519875,0,0,0.2199541,0,0,0,0,0,0,0,64.51523
"8C_20",0,38.8882222,0,0,0,0,0.1894053,0,0,5.5558889,0,0,0,5.5558889,41.6661667
"9A_01",0,19.9995886,0,0,0,1.1429512,0.5844169,0,0,0,8.5711053,0,0,0,40.0002057
"9A_02",0,2.777972,0,0,0,0,1.136375,0,0,0,8.332917,5.555944,0,11.110889,22.221778
"9A_03",0,5.714697,0,0,0,0,1.168822,0,0,0,5.714697,0,0,19.999383,17.143063
"9A_04",0,16.666833,0,0,0,0,1.010104,0,0,0,0,0,0,13.888861,24.99975
"9A_05",0,11.111,0,0,0,0,1.893932,0,0,0,0,0,0,5.556,0
"9A_06",0,0,0,0,0,0,0.6493506,0,0,0,5.7146971,0,2.1427543,17.1430629,39.9997943
"9A_07",0,12.499719,0,0,0,0,0.142055,0,0,0,28.124648,6.250422,0,6.250422,40.624367
"9A_08",0,25.713551,0,0,0,1.142916,0.324692,0,0,0,2.85729,0,4.285678,5.71458,28.570841
"9A_09",0,0,0,0,0,0.5714638,0.5844283,0,0,0,0,2.8573192,3.5713918,2.8573192,51.427631
"9A_10",0,11.7646436,0,2.9414256,0,2.3529287,0.5347565,0,0,0,8.823218,0,0,2.9414256,38.2353564
"9A_11",0,23.5292872,0,11.7646436,0,0,0.6684577,0,0,0,0,0,0,0,35.2939308
"9A_12",0,5.8827889,0,0,0,0,0.6684506,0,0,0,8.8231246,0,0.7353486,8.8231246,44.1177405
"9A_13",0,26.4701523,0,0,0,0,0.6684676,0,0,0,5.8827266,0,4.4117803,8.8230312,11.7643945
"9A_14",0,6.0610027,0,0,0,0,0.6198257,0,0,0,30.302832,3.0305014,3.787854,12.1209146,6.0610027
"9A_15",0,45.7139331,0,2.857378,0,0,0.3246787,0,0,0,0,0,2.8571208,5.7147559,19.9995886
"9A_16",0,34.2850971,0,0,0,0,0.3246987,0,0,0,2.8573486,0,1.4286743,19.9993829,22.8567314
"9A_17",0,17.6471211,0,2.9413633,0,1.1765453,0.2005475,0,0,0,8.8230312,2.9413633,0,2.9413633,49.9989412
"9A_18",0,51.42868898,0,0,0,0,0.06494041,0,0,0,0,0,0,8.57110531,37.14282776
"9A_19",0,41.934922,0,0,0,0,0.1466378,0,0,0,9.6769324,0,0,6.4520624,35.4840208
"9A_20",0,11.11088889,0,0,0,0,0.06313573,0,0,0,5.55594444,13.88886111,0,5.55594444,61.1103889
"9B_01",0,22.8567314,0,0,0,0,0.1298795,0,0,0,0,25.71408,0,2.8573486,42.8571429
"9B_02",0,37.1420637,0,0,0,0.5714638,0.1298781,0,0,0,5.7146384,5.7146384,0,5.7146384,37.1420637
"9B_03",0,19.9993829,0,0,0,0.5714697,0.4545548,0,0,0,5.7146971,0,5.0001029,8.5710171,22.8567314
"9B_04",0,22.8564963,0,2.8573192,0,0.5714638,0.2597563,0,0,0,5.7146384,0,0,25.7138155,28.5711347
"9B_05",0,28.5714286,0,0,0,0.5714697,0,0,0,0,0,2.8573486,0,62.8565257,2.8573486
"9B_06",0,37.1428278,0,0,0,1.1429512,0.3246787,0,0,0,0,0,0,22.8569665,19.9995886
"9B_07",0,8.333,0,0,0,1.1112,0.5681818,0,0,0,0,0,0,16.667,44.444
"9B_08",0,3.0305014,0,0,0,0,1.0330511,0,0,0,6.0610027,0,0.7576253,6.0610027,36.3627438
"9B_09",0,0,0,0,0,0,2.146455,0,0,0,0,0,0,0,5.556
"9B_10",0,0,0,0,0,0,2.272727,0,0,0,0,0,0,0,0
"9B_11",0,2.857349,0,0,0,5.714286,1.428557,0,0,0,0,0,0,0,5.714697
"9B_12",0,2.941394,0,0,0,0,2.139028,0,0,0,0,0,0,0,2.941394
"9B_13",0,20,0,0,0,0,1.515133,0,0,0,3.333533,0,0,3.333533,6.667067
"9B_14",0,41.176346,0,0,0,0,1.002676,0,0,0,0,0,0,2.941394,11.764519
"9B_15",0,30.55569444,0,0,0,0,0.06313573,0,0,0,8.33291667,0,0,5.55594444,52.77747223
"9B_16",0,36.111,0,0,0,2.7778,0.5681818,0,0,0,8.333,0,0,13.889,2.778
"9B_17",0,51.42816,0,0,0,0,0.4545548,0,0,0,0,0,0,5.7146971,22.8567314
"9B_18",0,8.571105,0,0,0,1.142951,0.649334,0,0,0,2.857378,0,0,28.571722,25.714344
"9C_01",0,20.5880796,0,0,0,0,0.2673811,0,0,0,11.7647682,0,0,8.8233114,47.0590727
"9C_02",0,28.5714286,0,0,0,0,0.3896151,0,0,0,0,0,0,17.1430629,37.1424457
"9C_03",0,2.941363,0,0,0,1.176545,1.403736,0,0,0,2.941363,0,0,11.764394,14.705758
"9C_04",0,2.857378,0,0,0,0,2.012989,0,0,0,0,0,0,0,8.571105
"9C_05",0,36.3631405,0,0,0,3.6364231,0.2066026,0,0,0,3.0305344,0,1.5152672,9.0905124,18.1821157
"9C_06",0,16.6671667,0,0,0,0.5556056,0.4419135,0,0,0,19.4441944,0,0,8.3330833,33.3333333
"9C_07",0,8.5710171,0,0,0,0,0.1948192,0,0,0,2.8573486,0,7.1428571,14.2857143,37.1424457
"9C_08",0,27.778,0,0,0,0,0,0,0,0,8.333,13.889,0,5.556,44.444
"9C_09",0,14.2855673,0,0,0,0.5714638,0.1298781,0,0,0,14.2855673,14.2855673,0.7143298,14.2855673,31.4284539
